Filename,Description,Keywords,Categories,Editorial,Mature content,illustration
Aka_goby_1.JPG,"A goby fish in the sea of Aka in Kerama islands in Okinawa.","sea, goby, fish, underwater, macro, macro nature, macro photography, scuba diving, underwater photography, kerama islands, aka island, okinawa, small fish","Animals/Wildlife,Nature",no,no,no
Aka_goby_2.JPG,"A goby fish in the sea of Aka in Kerama islands in Okinawa.","sea, goby, fish, underwater, macro, macro nature, macro photography, scuba diving, underwater photography, kerama islands, aka island, okinawa, small fish","Animals/Wildlife,Nature",no,no,no
