Filename,Description,Keywords,Categories,Editorial,Mature content,illustration
Okinawa_shrimp_1.JPG,"A shrimp in the sea of Okinawa.","sea, shrimp, underwater, macro, macro nature, macro photography, scuba diving, underwater photography, okinawa, crustacean, marine life","Animals/Wildlife,Nature",no,no,no
Okinawa_shrimp_2.JPG,"A shrimp in the sea of Okinawa.","sea, shrimp, underwater, macro, macro nature, macro photography, scuba diving, underwater photography, okinawa, crustacean, marine life","Animals/Wildlife,Nature",no,no,no
