Filename,Description,Keywords,Categories,Editorial,Mature content,illustration
Aka_macrofish_1.JPG,"A cute fish in the sea of Aka in Kerama islands in Okinawa.","sea, fish, underwater, macro, macro nature, macro photography, scuba diving, underwater photography, kerama islands, aka island, okinawa, cute fish","Animals/Wildlife,Nature",no,no,no
Aka_macrofish_2.JPG,"A cute fish in the sea of Aka in Kerama islands in Okinawa.","sea, fish, underwater, macro, macro nature, macro photography, scuba diving, underwater photography, kerama islands, aka island, okinawa, cute fish","Animals/Wildlife,Nature",no,no,no
